order,record_id,class_code,pair_id,source_id,split,materialized_relpath,rubbing_relpath,glyph_relpath,content_sha256
101,e883df617aae9a7915c6,078074,078074:h25214,h25214,test,test/078074/e883df617aae9a7915c6.bmp,拓片数据/078074/078074_h25214_1.bmp,字模数据/078074/078074h25214.bmp,c5c385210839740374b9e4a839b31b376b1dbc4e5bbf5838a5067959726ab75a
102,886fa14ac2d6414f6174,039000,039000:b01268,b01268,test,test/039000/886fa14ac2d6414f6174.bmp,拓片数据/039000/039000_b01268_1.bmp,字模数据/039000/039000b01268.bmp,15a70d708f247abecd6fd2994b65f1949b97a95f5ccdcf0ad8c5dcb82daec5d2
103,0e76d237a5bc89335f02,051005,051005:b00227,b00227,test,test/051005/0e76d237a5bc89335f02.bmp,拓片数据/051005/051005_b00227_1.bmp,字模数据/051005/051005b00227.bmp,5a4c10f7f533c1352a60e9fd1d44dc6270f5e2586e96fd10edaee958b63550e1
104,341ac01dc1c131f3f9d3,093037,093037:h15713,h15713,test,test/093037/341ac01dc1c131f3f9d3.bmp,拓片数据/093037/093037_h15713_1.bmp,字模数据/093037/093037h15713.bmp,0ee7eb65f64ca6b72ab627b146caeaba301d482e9c70c34c59c0acb94b084464
105,cbebb3255e22a67c852e,080002,080002:h22405,h22405,test,test/080002/cbebb3255e22a67c852e.bmp,拓片数据/080002/080002_h22405_1.bmp,字模数据/080002/080002h22405.bmp,3dc116df4db7beb40bdda8ccb50065fd7248d8707d151baba8de76b65f95ab3a
106,59829e126921f78888ca,040000,040000:h36836,h36836,test,test/040000/59829e126921f78888ca.bmp,拓片数据/040000/040000_h36836_1.bmp,字模数据/040000/040000h36836.bmp,4f68f555b98ed06559a71e1f9c6f0186845780bb871de178493e1e21a252545a
107,efd437968c18c0db4d8c,047008,047008:h10666,h10666,test,test/047008/efd437968c18c0db4d8c.bmp,拓片数据/047008/047008_h10666_1.bmp,字模数据/047008/047008h10666.bmp,03f7478bf0a621b0ca2e12341ab9c638410c41a3596e5da784ab52ec574dfdc1
108,b3ab116e3a452eda9621,070000,070000:b09056,b09056,test,test/070000/b3ab116e3a452eda9621.bmp,拓片数据/070000/070000_b09056_1.bmp,字模数据/070000/070000b09056.bmp,0e6c6b40d3b94398393f762c10e0822b2b7141114250d8cd5951cdcb0a22357d
109,7463b431e6b06aad8a00,150062,150062:h29744,h29744,test,test/150062/7463b431e6b06aad8a00.bmp,拓片数据/150062/150062_h29744_1.bmp,字模数据/150062/150062h29744.bmp,2f4f4594580a021e9e36ca137285664e1629cb40f57b3d033ad629ce2623ded1
110,1f8a4c6c62b803f5e841,151049,151049:h32896,h32896,test,test/151049/1f8a4c6c62b803f5e841.bmp,拓片数据/151049/151049_h32896_1.bmp,字模数据/151049/151049h32896.bmp,4aa0be1ff98ab370fec6253109c48ca8c9cb7a29d0158d303e69f389f5febb68
111,a3b3c2734164c005f9f7,077033,077033:h36675,h36675,test,test/077033/a3b3c2734164c005f9f7.bmp,拓片数据/077033/077033_h36675_1.bmp,字模数据/077033/077033h36675.bmp,34ef60ac5190dbac420f86ace631cbe279fe7c6a4e695c06c9c18e5b1412c929
112,e8b40a375e88bcb4e526,038000,038000:h27906,h27906,test,test/038000/e8b40a375e88bcb4e526.bmp,拓片数据/038000/038000_h27906_1.bmp,字模数据/038000/038000h27906.bmp,22c7816f4d4638f06d3e99f9186751067ee40b2b6cc0285bb08943ce3fa987fe
113,3664c10e318df673bcab,037000,037000:h22191,h22191,test,test/037000/3664c10e318df673bcab.bmp,拓片数据/037000/037000_h22191_1.bmp,字模数据/037000/037000h22191.bmp,c66c8b41a064692eac49058c1846f4590be513a2b0c2f2556f6fdeb3881b3e9b
114,2f5ecc8bb7307efd3bb1,077001,077001:h24863,h24863,test,test/077001/2f5ecc8bb7307efd3bb1.bmp,拓片数据/077001/077001_h24863_1.bmp,字模数据/077001/077001h24863.bmp,c9b8e4e52574c9673ee8e7e1397a29f128e19383931bb83d8c3f4c798cad751b
115,a4a7681efea9727fda68,048000,048000:h14154,h14154,test,test/048000/a4a7681efea9727fda68.bmp,拓片数据/048000/048000_h14154_1.bmp,字模数据/048000/048000h14154.bmp,21348ffa4d5818af015d2d268d03cb92b6f85cfcd6dc46f2e776cb2a4e86b6ef
116,1d7fe175de2dd2590d10,040000,040000:h06943,h06943,test,test/040000/1d7fe175de2dd2590d10.bmp,拓片数据/040000/040000_h06943_1.bmp,字模数据/040000/040000h06943.bmp,0975977f5bed5739e78762d5b14a2eee92279729e3ff955d960c4f477130e1c5
117,377e4bd0738ba547c7e4,078057,078057:h06660,h06660,test,test/078057/377e4bd0738ba547c7e4.bmp,拓片数据/078057/078057_h06660_1.bmp,字模数据/078057/078057h06660.bmp,0346a94b2cf7354ad0f3400456f88ab008e040afba1ef6d82902c4905fee7b68
118,3e7d46c4543056140841,039000,039000:h19636,h19636,test,test/039000/3e7d46c4543056140841.bmp,拓片数据/039000/039000_h19636_1.bmp,字模数据/039000/039000h19636.bmp,b09f78651dfaf43d49f5aca78008c113f827a4d9a07b8b0e0bf56afb083cc4f8
119,a10533c8e94b03dbf00f,004013,004013:d00946,d00946,test,test/004013/a10533c8e94b03dbf00f.bmp,拓片数据/004013/004013_d00946_3.bmp,字模数据/004013/004013d00946.bmp,54a474f79f8caa6c8a4975fa5717d8886c7952dea1ddd535e51d0925a0c8edd7
120,fde36368093f6b2a08ed,003133,003133:h28564,h28564,test,test/003133/fde36368093f6b2a08ed.bmp,拓片数据/003133/003133_h28564_1.bmp,字模数据/003133/003133h28564.bmp,b83471cd474bc5fe1140f92c9548100c617ede1a711f44ff183f5deb000a17ed
121,2983a89be6a131a62bc0,003042,003042:h36530,h36530,test,test/003042/2983a89be6a131a62bc0.bmp,拓片数据/003042/003042_h36530_2.bmp,字模数据/003042/003042h36530.bmp,794f2ee75b5fa6e1a8a97f5e8be41b60effa8edb01e86bb98180879967934456
122,e40ff924562f1f2fcee3,077001,077001:b03788,b03788,test,test/077001/e40ff924562f1f2fcee3.bmp,拓片数据/077001/077001_b03788_1.bmp,字模数据/077001/077001b03788.bmp,3f7ced4c05f4f3628481e5caf4e57f78492db47d80700cbd4e9a9055384554dd
123,030ae66b1795af4d7190,073000,073000:b08846,b08846,test,test/073000/030ae66b1795af4d7190.bmp,拓片数据/073000/073000_b08846_1.bmp,字模数据/073000/073000b08846.bmp,091c9fee2191fafb450d962e94d5b1475bba24bd9399fd7318bfe5af5d1d1518
124,1f840cd83dbc043237ca,001027,001027:h22184,h22184,test,test/001027/1f840cd83dbc043237ca.bmp,拓片数据/001027/001027_h22184_1.bmp,字模数据/001027/001027h22184.bmp,f6599f9ad05ab1f8a2b8a2e397dd2fd7ad1561d2d43548fc4a47eea676fa5daf
125,a423f797cf9c6f20606f,150015,150015:b09512,b09512,test,test/150015/a423f797cf9c6f20606f.bmp,拓片数据/150015/150015_b09512_1.bmp,字模数据/150015/150015b09512.bmp,dc8b5e64893b88cf835c488ab9b488e08150d3404dcbe262328dee9e32918024
126,7dd6fd4ca751a07e561c,014002,014002:h20699,h20699,test,test/014002/7dd6fd4ca751a07e561c.bmp,拓片数据/014002/014002_h20699_1.bmp,字模数据/014002/014002h20699.bmp,970d7249594cf1d986647f67cb491e410343f09e950427b9456fa10ce6b03526
127,8d74f4c1f1dc788cb797,010064,010064:h35306,h35306,test,test/010064/8d74f4c1f1dc788cb797.bmp,拓片数据/010064/010064_h35306_1.bmp,字模数据/010064/010064h35306.bmp,a81f02054d5ed33c9458b5721215871842befc79ca618b21192ef504c4e54ed3
128,bc001425d8244a28c5e5,015000,015000:h14912,h14912,test,test/015000/bc001425d8244a28c5e5.bmp,拓片数据/015000/015000_h14912_1.bmp,字模数据/015000/015000h14912.bmp,a51b7c690df376a1f562bf1bb6754f40b4b73bf24e010f1ea64e400b7c642e39
129,a298718e8e2e81a4c5e6,115008,115008:h01720,h01720,test,test/115008/a298718e8e2e81a4c5e6.bmp,拓片数据/115008/115008_h01720_1.bmp,字模数据/115008/115008h01720.bmp,161931f937887fae26f192facf2df1a0fb3ebf167a395bafdd7c55fef452082d
130,df6c243548e15f3b4b9c,048008,048008:b01965甲,b01965,test,test/048008/df6c243548e15f3b4b9c.bmp,拓片数据/048008/048008_b01965甲_1.bmp,字模数据/048008/048008b01965 甲.bmp,8e331018e0f27464c4a9f9533173d937c813a6dfe13c49d9923d3d1d4926786c
131,dfbd72e0cf0df568c2b1,150100,150100:h20238,h20238,test,test/150100/dfbd72e0cf0df568c2b1.bmp,拓片数据/150100/150100_h20238_1.bmp,字模数据/150100/150100h20238.bmp,beab8ddaa79c62003113b2d321d07dde33c3fc3bbab908d7d003d8581af7d491
132,e35d66ed15f6086f1634,039000,039000:h28306,h28306,test,test/039000/e35d66ed15f6086f1634.bmp,拓片数据/039000/039000_h28306_1.bmp,字模数据/039000/039000h28306.bmp,da773f0a21ded628906509300f0291256aba0ef736ba225580709a58e6791d95
133,53e863dd1a21010063d7,039000,039000:h20298,h20298,test,test/039000/53e863dd1a21010063d7.bmp,拓片数据/039000/039000_h20298_1.bmp,字模数据/039000/039000h20298.bmp,a781c2f68335ea94492db2e0d97ef8ec739478f18261fa8d8a231e99350aabe6
134,a201f45775073c4b2b8a,048008,048008:h37403,h37403,test,test/048008/a201f45775073c4b2b8a.bmp,拓片数据/048008/048008_h37403_1.bmp,字模数据/048008/048008h37403.bmp,0e1c88b3e11252d437711d6729009e37ed46469a1ba14556f9e66cc48a67019e
135,0f8d81dcdc33a3fb87a2,100026,100026:h32036,h32036,test,test/100026/0f8d81dcdc33a3fb87a2.bmp,拓片数据/100026/100026_h32036_1.bmp,字模数据/100026/100026h32036.bmp,db1fa2f31202be0b8521b7a093db65e57e777b4649a7eae01548dcff97e8a3df
136,1630303572ea574ca7c8,011000,011000:b07023,b07023,test,test/011000/1630303572ea574ca7c8.bmp,拓片数据/011000/011000_b07023_1.bmp,字模数据/011000/011000b07023.bmp,d5c70035b7fa6edd14431d486408aa621a04b71b30ab6013eac70ffaf6212ab0
137,04a7f57d2ec6da709e96,001030,001030:h36524,h36524,test,test/001030/04a7f57d2ec6da709e96.bmp,拓片数据/001030/001030_h36524_1.bmp,字模数据/001030/001030h36524.bmp,6240860b2ecfbeb7139fb5718870396b5696a378f7c81272a0d1ef11b68860b7
138,7da35cc20b8f4bc172c9,118004,118004:b00389,b00389,test,test/118004/7da35cc20b8f4bc172c9.bmp,拓片数据/118004/118004_b00389_1.bmp,字模数据/118004/118004b00389.bmp,8644d366a5377d7b939aaecd5c1b58977157c709bc9f780af24c84a522027cbc
139,1f6cf04c6e18f977113d,064005,064005:h00031,h00031,test,test/064005/1f6cf04c6e18f977113d.bmp,拓片数据/064005/064005_h00031_1.bmp,字模数据/064005/064005h00031.bmp,4bf91fc4e5c1197c924e4a229aa3ae2dab107814a67880e7d7259d9082f85670
140,875e45e32bcafb85bdb2,048085,048085:b04440,b04440,test,test/048085/875e45e32bcafb85bdb2.bmp,拓片数据/048085/048085_b04440_1.bmp,字模数据/048085/048085b04440.bmp,489e3846f25a3f293cda0b901796b82f0c5f6aaa933b5fa8733a4d23a1dabf4e
141,763f4479d3a659fcf457,068009,068009:h04512,h04512,test,test/068009/763f4479d3a659fcf457.bmp,拓片数据/068009/068009_h04512_1.bmp,字模数据/068009/068009h04512.bmp,fe658873039eea0edf1644099fdb1eaba43dc91ecfe845ad6e5e0f4c7ce0d0c6
142,6ac04830cf41829ef749,006020,006020:h03279,h03279,test,test/006020/6ac04830cf41829ef749.bmp,拓片数据/006020/006020_h03279_1.bmp,字模数据/006020/006020h03279.bmp,d88e9ac0e88bd9c3926673a6df19195d8f8f500bb823d417acf7afe79df94f22
143,328e9863216273fefbf5,048008,048008:h10841,h10841,test,test/048008/328e9863216273fefbf5.bmp,拓片数据/048008/048008_h10841_1.bmp,字模数据/048008/048008h10841.bmp,5860a7a92ff6201585e70183f8169bc230913ad0531f8e9e44d711ef541eee7c
144,7416800417b0281fcd43,010001,010001:t00734,t00734,test,test/010001/7416800417b0281fcd43.bmp,拓片数据/010001/010001_t00734_1.bmp,字模数据/010001/010001t00734.bmp,e00ca91605bbb3146e33cae8cdc44084a6d52c3c14ea7337b0a18839faee95d3
145,20f3ec0c5504b8bbd170,001114,001114:h06946正,h06946,test,test/001114/20f3ec0c5504b8bbd170.bmp,拓片数据/001114/001114_h06946正_1.bmp,字模数据/001114/001114h06946 正.bmp,2f24910efa6353a23fae64f6528ce09e9c4a43f3cd309786dc142a770a0db830
146,e654c6860193598b87f5,064028,064028:h00558,h00558,test,test/064028/e654c6860193598b87f5.bmp,拓片数据/064028/064028_h00558_1.bmp,字模数据/064028/064028h00558.bmp,6be6b7017111e7a600f4ec5c0f2fe114beda8444a7b6d1de96ad435cc9e11366
147,3e1033be2c35799d6783,011010,011010:h36509,h36509,test,test/011010/3e1033be2c35799d6783.bmp,拓片数据/011010/011010_h36509_1.bmp,字模数据/011010/011010h36509.bmp,15b4e0bb69f54db316e3a233ade4d801b49ff91e36939f1571f0958897ab3cdc
148,953c45e13cd41c169dbf,003048,003048:h25116,h25116,test,test/003048/953c45e13cd41c169dbf.bmp,拓片数据/003048/003048_h25116_1.bmp,字模数据/003048/003048h25116.bmp,1b745aa26fcd9bbd393bd702c381078074eb1e076dac422a73388cbe7f0b81d0
149,0b723a67ff223c83316e,058000,058000:h01940,h01940,test,test/058000/0b723a67ff223c83316e.bmp,拓片数据/058000/058000_h01940_1.bmp,字模数据/058000/058000h01940.bmp,a231cb42a068ca8001a6277040889b95fed03f44693820dfe380aff5554060c1
150,86fff8b7a9211eb24473,098017,098017:y01824,y01824,test,test/098017/86fff8b7a9211eb24473.bmp,拓片数据/098017/098017_y01824_1.bmp,字模数据/098017/098017y01824.bmp,2c2a88f6bf77e0d987bcdf40a24ca9d35ed8e287c46b88759d0cf4aac1a8a861
151,00a299973f890d730fd5,048106,048106:b02274,b02274,test,test/048106/00a299973f890d730fd5.bmp,拓片数据/048106/048106_b02274_1.bmp,字模数据/048106/048106b02274.bmp,f14315dcb56023c2b9a14641c5daea455046d2e708d242f572b43db91964566e
152,6fec84a02965aa3ddd75,078057,078057:h20500,h20500,test,test/078057/6fec84a02965aa3ddd75.bmp,拓片数据/078057/078057_h20500_2.bmp,字模数据/078057/078057h20500.bmp,f20b3052f4921c836e9dd81ac92eaf2b49fbfa699e268bbf746b3fa3656353a6
153,9958f8fb0fc5bb7a3c3a,031042,031042:h09955,h09955,test,test/031042/9958f8fb0fc5bb7a3c3a.bmp,拓片数据/031042/031042_h09955_1.bmp,字模数据/031042/031042h09955.bmp,11c98da6289bd1455ed089838303fb69e4283cd1397aaa79c281bd1b7e75ab62
154,21106ad62b1f696fd38f,003077,003077:h34287,h34287,test,test/003077/21106ad62b1f696fd38f.bmp,拓片数据/003077/003077_h34287_1.bmp,字模数据/003077/003077h34287.bmp,ce1ab13485786eb5010767335e0127adbb9617202183049166f1988f3a072de9
155,d2982f79ffbd036b0ded,001001,001001:h22235,h22235,test,test/001001/d2982f79ffbd036b0ded.bmp,拓片数据/001001/001001_h22235_1.bmp,字模数据/001001/001001h22235.bmp,7251e14e2311a9e0d6b1d3798a9f120223b1e6659ae48056bd568086a24c1ffa
156,4a82b01eec128bfdb834,041000,041000:h10350,h10350,test,test/041000/4a82b01eec128bfdb834.bmp,拓片数据/041000/041000_h10350_1.bmp,字模数据/041000/041000h10350.bmp,a4b84153aa32f42a581f987f66b433f4039366088e76864a016de23ee6891fc4
157,5846a8edca4bf6907ce3,048000,048000:h21298,h21298,test,test/048000/5846a8edca4bf6907ce3.bmp,拓片数据/048000/048000_h21298_1.bmp,字模数据/048000/048000h21298.bmp,f3a4c670c35f7115e1044b8ecc1b0c591ac4c40d88b2d2613d5925414a71399c
158,3ca0fdc216d491df8084,011000,011000:b00794,b00794,test,test/011000/3ca0fdc216d491df8084.bmp,拓片数据/011000/011000_b00794_1.bmp,字模数据/011000/011000b00794.bmp,89ff610a93372241cba6b76d7f7b329b7df63687cb3637ba44dd87ddd2ee5f02
159,3943a6a9f4966c76ec6f,026063,026063:t04032,t04032,test,test/026063/3943a6a9f4966c76ec6f.bmp,拓片数据/026063/026063_t04032_1.bmp,字模数据/026063/026063t04032.bmp,3b943a2d686d9282e1fc1077c493fd39017e52de608a390c5084bff0e2069c23
160,3f854b7f36f96ad1eee9,080002,080002:b11459,b11459,test,test/080002/3f854b7f36f96ad1eee9.bmp,拓片数据/080002/080002_b11459_1.bmp,字模数据/080002/080002b11459.bmp,aae77d5262a229297a79662d4951c38699ae794d3c2692c35b9e579ef8d11eb8
161,c6c2aae1007f6daf7ca2,034000,034000:h20659,h20659,test,test/034000/c6c2aae1007f6daf7ca2.bmp,拓片数据/034000/034000_h20659_1.bmp,字模数据/034000/034000h20659.bmp,072d1afd2e574639628a3f2e4d2466d397dd9884d0289beb1a4359d46b179582
162,8746617409dfe1e683c0,038000,038000:h08707,h08707,test,test/038000/8746617409dfe1e683c0.bmp,拓片数据/038000/038000_h08707_1.bmp,字模数据/038000/038000h08707.bmp,e77eae482063c2b5b854fcc4e9d01cc3870317eeef9eab7684eb3461bc3c0c1b
163,75c49996cb0286ab5b00,011000,011000:b01861,b01861,test,test/011000/75c49996cb0286ab5b00.bmp,拓片数据/011000/011000_b01861_2.bmp,字模数据/011000/011000b01861.bmp,27b59d82770ff9af2cbdf594282d747eb2c5b3f9396ca981f16238053d14d18a
164,10661c42e46aa0795391,011000,011000:b10146,b10146,test,test/011000/10661c42e46aa0795391.bmp,拓片数据/011000/011000_b10146_1.bmp,字模数据/011000/011000b10146.bmp,d49ccc9a1b2daacf238f927f245d21d19166e1aa3bfbde56bb22ad8881552f2c
165,7fc2df22a4a7e43b8013,083000,083000:h14433正,h14433,test,test/083000/7fc2df22a4a7e43b8013.bmp,拓片数据/083000/083000_h14433正_1.bmp,字模数据/083000/083000h14433 正.bmp,11117de39f4199ab6d3ed6289791bb6d163891ca7c0528c777b5feaef606e125
166,82442a89b69c118c3102,078038,078038:b02133,b02133,test,test/078038/82442a89b69c118c3102.bmp,拓片数据/078038/078038_b02133_1.bmp,字模数据/078038/078038b02133.bmp,7336b3ae78561839a5940924df6b73fad050060012c82da1b88b5c42c4fd3367
167,92e4c8bf95a33943c49b,048000,048000:b06854,b06854,test,test/048000/92e4c8bf95a33943c49b.bmp,拓片数据/048000/048000_b06854_1.bmp,字模数据/048000/048000b06854.bmp,5048787843b434af26a940e36ad9ecc00ed60ce333405345012b9589e7389d63
168,31f495493011933d00bc,150059,150059:h38956,h38956,test,test/150059/31f495493011933d00bc.bmp,拓片数据/150059/150059_h38956_1.bmp,字模数据/150059/150059h38956.bmp,3be25fdc8f1d4618518424dc42cbc7201d2440ab6d410027cc3e9ad872e2fc8a
169,43e0be624815104d27ca,078038,078038:h06209,h06209,test,test/078038/43e0be624815104d27ca.bmp,拓片数据/078038/078038_h06209_2.bmp,字模数据/078038/078038h06209.bmp,ffaf0c45a12754e15315f668b2a36b4f0db78a1ecfc915bf45c7cbe2769b03a1
170,94cc0dff7e4efadf4bc2,001001,001001:h19886,h19886,test,test/001001/94cc0dff7e4efadf4bc2.bmp,拓片数据/001001/001001_h19886_1.bmp,字模数据/001001/001001h19886.bmp,78f6e6e6c342c138a75a9db94049a09ece956ac15aa2fc94cea3e24a3d7cadcb
171,fd6860f743ef211cb751,011010,011010:h07821,h07821,test,test/011010/fd6860f743ef211cb751.bmp,拓片数据/011010/011010_h07821_1.bmp,字模数据/011010/011010h07821.bmp,09557e7a3ed0cbce4452e3cf2946c3d836916ace4f00a6773b60b68e85f4615d
172,981fb3e7282f8fb6fb75,073000,073000:b01242,b01242,test,test/073000/981fb3e7282f8fb6fb75.bmp,拓片数据/073000/073000_b01242_1.bmp,字模数据/073000/073000b01242.bmp,536944daec74adb09afafe170fa3fd7da57cea654175bdaf9de0a76fbfe1ec24
173,87e52bb54485542fbe9c,078074,078074:h02564,h02564,test,test/078074/87e52bb54485542fbe9c.bmp,拓片数据/078074/078074_h02564_1.bmp,字模数据/078074/078074h02564.bmp,7feb5df181cbcc72977ed9ef832177e9998a8d26fe597993e96bda275636afe6
174,b8198cae401cdb7493c3,020000,020000:h28923,h28923,test,test/020000/b8198cae401cdb7493c3.bmp,拓片数据/020000/020000_h28923_1.bmp,字模数据/020000/020000h28923.bmp,df0c993bd0ab72e1277e4fb9a85e443ceb0ef03502b2ff1a857ea368130fc7fc
175,1f943148b7a219d69160,058000,058000:h27220,h27220,test,test/058000/1f943148b7a219d69160.bmp,拓片数据/058000/058000_h27220_1.bmp,字模数据/058000/058000h27220.bmp,94b143d0215f7ed3a0921d2248148cf049dab6b7836aab0f12bf04416eba02ec
176,911d90972241f6d78184,001120,001120:h19762,h19762,test,test/001120/911d90972241f6d78184.bmp,拓片数据/001120/001120_h19762_1.bmp,字模数据/001120/001120h19762.bmp,ac8a9afda8b83c12973ceeb4acaf2e90b026f27399d43d3d87a3581e71e078d9
177,b6c9d40142763d0c35e4,151049,151049:h36109,h36109,test,test/151049/b6c9d40142763d0c35e4.bmp,拓片数据/151049/151049_h36109_1.bmp,字模数据/151049/151049h36109.bmp,c4d23ebf41c39affacb9ffe7a7baec109ad179236643d6a39566462a976984a3
178,33f7e239b2402b16bc22,003042,003042:h20171,h20171,test,test/003042/33f7e239b2402b16bc22.bmp,拓片数据/003042/003042_h20171_1.bmp,字模数据/003042/003042h20171.bmp,6f7fedaa92636ec1ed214cbfb126604bce5ded0e07140855ef79b0b78ddb16f8
179,4771966e4ce6eba6316a,150015,150015:b09813,b09813,test,test/150015/4771966e4ce6eba6316a.bmp,拓片数据/150015/150015_b09813_1.bmp,字模数据/150015/150015b09813.bmp,f3c5c06b7043258a03c6ea4e9f5b9782f4e63960ff7ebe55263898600dd8ecf6
180,eeeb41477e7a23f68c26,062001,062001:b11249,b11249,test,test/062001/eeeb41477e7a23f68c26.bmp,拓片数据/062001/062001_b11249_2.bmp,字模数据/062001/062001b11249.bmp,b3fe9f08d0b2d12e948c9cfc2295bf1da45b30ebdffd2181d6ef57c5bc88beb3
181,46927ad7345dfecf342d,038000,038000:h05667,h05667,test,test/038000/46927ad7345dfecf342d.bmp,拓片数据/038000/038000_h05667_1.bmp,字模数据/038000/038000h05667.bmp,8382651b7d192255f355b3ad7596e96276b70e72e7c7f7d1bc2d641c844f9079
182,e392284baa00ce4bcc7e,088013,088013:y00527,y00527,test,test/088013/e392284baa00ce4bcc7e.bmp,拓片数据/088013/088013_y00527_1.bmp,字模数据/088013/088013y00527.bmp,a85077a4273b3d49c3104b3440a430defd29942bdb6b5ea3556416cabddc0aa8
183,69bbb92caf17e779a9e0,005000,005000:h21954,h21954,test,test/005000/69bbb92caf17e779a9e0.bmp,拓片数据/005000/005000_h21954_1.bmp,字模数据/005000/005000h21954.bmp,511bea5f654ca11168c02ff68f4a6bb955e5672fa85b415bd3135cb4b0c705c8
184,cf86f4c567c353ab1969,001000,001000:h22067,h22067,test,test/001000/cf86f4c567c353ab1969.bmp,拓片数据/001000/001000_h22067_1.bmp,字模数据/001000/001000h22067.bmp,395086dbb9c26305ed493be012fa89ff421bea608c2252981ce28f0b7a12c9cf
185,47bac510924c6243232d,022009,022009:h22501,h22501,test,test/022009/47bac510924c6243232d.bmp,拓片数据/022009/022009_h22501_1.bmp,字模数据/022009/022009h22501.bmp,94c91cd11d391500dac87ec95b548ccc3f5996863e58ce5d5dae8da589b528b8
186,d76d771517868f291a4e,088013,088013:h33000,h33000,test,test/088013/d76d771517868f291a4e.bmp,拓片数据/088013/088013_h33000_1.bmp,字模数据/088013/088013h33000.bmp,02d9c3743ad31a9b4dc685e434d2ff82fc18a403f0e2ac1f8d89a085c5793209
187,51fcf10a06376c906833,058000,058000:h00996,h00996,test,test/058000/51fcf10a06376c906833.bmp,拓片数据/058000/058000_h00996_1.bmp,字模数据/058000/058000h00996.bmp,02f264a7b3daa513d85bdcb03b52c4f3890d3692f2ef9847a8d5d8df43ac04ef
188,f2ea5feb9cbbf650edc3,004002,004002:h00454正,h00454,test,test/004002/f2ea5feb9cbbf650edc3.bmp,拓片数据/004002/004002_h00454正_6.bmp,字模数据/004002/004002h00454 正.bmp,4a19cc6a9d5e32056763ed4d7923926dbdc690329a0b516632e7a138ee064b7a
189,ea1f4b2bf3e08ac0e4cf,001136,001136:h04722,h04722,test,test/001136/ea1f4b2bf3e08ac0e4cf.bmp,拓片数据/001136/001136_h04722_2.bmp,字模数据/001136/001136h04722.bmp,e52ce0baff345b67644be9e90137cf0e3b6d25d52ef254affad7f6b786800cfc
190,fe393901243978415306,096023,096023:h36929,h36929,test,test/096023/fe393901243978415306.bmp,拓片数据/096023/096023_h36929_1.bmp,字模数据/096023/096023h36929.bmp,61a6d00b7a3914f3a7f088189db2cd0f92c5075a042572405f249761bbed8f39
191,ac9735375544950a804f,077001,077001:b11645,b11645,test,test/077001/ac9735375544950a804f.bmp,拓片数据/077001/077001_b11645_1.bmp,字模数据/077001/077001b11645.bmp,3fbc07501dcb83226a2b64ef099953790d21648d01326dbfc3fb9a31fb5424ae
192,e761161d003ebff67625,011012,011012:b06555,b06555,test,test/011012/e761161d003ebff67625.bmp,拓片数据/011012/011012_b06555_1.bmp,字模数据/011012/011012b06555.bmp,1cf8585a3c312ae3b68860bb5cce73cf0d570de6709ac063d735f6ade1fb9ce2
193,9abae022f2efb1c89bb1,039011,039011:h22066,h22066,test,test/039011/9abae022f2efb1c89bb1.bmp,拓片数据/039011/039011_h22066_2.bmp,字模数据/039011/039011h22066.bmp,72307a35d49a7276fdc93b64f7779f3600adec7ac0e217fd8838ebfa2dedf5e0
194,f66259cae49c67109756,048008,048008:b00006,b00006,test,test/048008/f66259cae49c67109756.bmp,拓片数据/048008/048008_b00006_1.bmp,字模数据/048008/048008b00006.bmp,97d527d2fa233fddadbdec5dcc8a7f9ef0cef80f3530c2e40ac5f4e4f7f5277c
195,024189550d3245ae2834,030102,030102:h10293,h10293,test,test/030102/024189550d3245ae2834.bmp,拓片数据/030102/030102_h10293_1.bmp,字模数据/030102/030102h10293.bmp,fc4d6ab04c3139c276c9d0edae317819c7480121453da9f4e10cd12ef7ace47f
196,22875b283ad6fe844f47,078048,078048:h00477,h00477,test,test/078048/22875b283ad6fe844f47.bmp,拓片数据/078048/078048_h00477_1.bmp,字模数据/078048/078048h00477.bmp,1e4cec466e097a95a28cb8b15cb815ab668d78ad372da50671ce46d12980b7f0
197,f4f6de62d732ed4035a2,093000,093000:h32486,h32486,test,test/093000/f4f6de62d732ed4035a2.bmp,拓片数据/093000/093000_h32486_1.bmp,字模数据/093000/093000h32486.bmp,1a3c7d0b23b1b1c1fc1a698edd5d1792cb2e91b2aeb6e7e9e07f9065a97b0377
198,d7f40104cd72288ad60f,150015,150015:b09897,b09897,test,test/150015/d7f40104cd72288ad60f.bmp,拓片数据/150015/150015_b09897_1.bmp,字模数据/150015/150015b09897.bmp,9b02c129ad13305a5cebd9f448f1a255835d1321f0130dc908d8407bc8abed9b
199,537186a7d11f0cf02def,045000,045000:h10220,h10220,test,test/045000/537186a7d11f0cf02def.bmp,拓片数据/045000/045000_h10220_1.bmp,字模数据/045000/045000h10220.bmp,a2e708bffbfb9255dd983426dfb8869c50943c348e904156fface734519e6f9f
200,80d2ba4ccf453a815f63,078057,078057:h07015,h07015,test,test/078057/80d2ba4ccf453a815f63.bmp,拓片数据/078057/078057_h07015_2.bmp,字模数据/078057/078057h07015.bmp,a5c5ea3a3913399e9ee8cc8c4c9370783177aedac213a59507c4835d6ecafd34
